,Nickname,Visit,Title,Review,Traveler_type,Restaurant
198,Ken P,19-Feb,Came here after a show for a quick bite and a beer,My wife and I came in after a show for a quick bite and a beer.  We had the late night happy hour sliders and fries.  The burgers were excellent and the fries were good.  The beer selection was pretty good too.  I would definitely...More,Couples,Napkin Burger Hell
199,Gary C,19-Feb,The Burger is king at the 5 star Napkin,"On a recent trip to NYC. My partner and I ate here twice. Great menu. Tasty food. Service was best we had.

Complementary iced water. Chicken wings in bbq sauce were the best I tasted. All for good money.

Really tasty burgers and selection of...More",Families,Napkin Burger Hell
200,dallas_blah,19-Feb,"Could be 3 or 4-star, but a reasonable choice always","Getting a 4 or 3 star experience at a 5 Napkin Burger is a gamble but I would still go when the moment or the mood strikes. They're convenient, the happy hour is a good value (as well as the normal bar prices), the food...More",Business,Napkin Burger Hell
201,OSUCowboy1,19-Feb,Pre Sow Dinner,"Great burger spot.  We had excellent attentive service.  Brunch service until 4:00 pm was great, our 3 kids all opted for Belgian waffles and wolfed them down.  Besides a top notch burger great drinks too, try the Velvet Mule.",Families,Napkin Burger Hell
202,pekasprowicz,18-Mar,Great burgers,The best burgers I had in New York. The place is clean and nicely decorated. Waiting staff was really nice and helpful. The place is not too expensive and it fully deserves 5 stars!,Families,Napkin Burger Hell
203,RonK0819,19-Jan,Great place for a burger,Was a planned top to when taking our 22 year old granddaughter to NYC to see Anastasia.  Unique setting for burgers.  It’s a little noisy but that fits the setting. Service was good.  Food was good. We all enjoyed the visit.,Couples,Napkin Burger Hell
204,Ruth S,18-Oct,"Great burgers, popular place","The food was good, and we enjoyed our family get together.  But it's loud!  Don't expect a place for a chat.  Pretty typical of popular restaurants these days.  It's busy, so reserve a table.",Business,Napkin Burger Hell
205,Marie F,19-Feb,Great Experience,"Went to 5 Napkin Burger with my daughter and her NYU college friends. Fun place, great service and outstanding good. Would definitely recommend and will visit there again.",Solo,Napkin Burger Hell
206,march975,18-Sep,THE BEST HAMBURGERS IN NYC,"We ate at this restaurant the best hamburgers in New York ! Frankly, the meat was excellent, the bread sublime, as well as the accompaniment. Very good cocktails, succulent desserts, and attentive staff. We are French and will be there again on our next trip...More",Friends,Napkin Burger Hell
207,chrisneason1,18-Dec,Best burger around,This restaurant is a true example of an outstanding gourmet burger and everything tastes fresh that you put into your mouth. I also recommend adding the guacamole to any burger!!,Solo,Napkin Burger Hell
208,Cindy B,19-Feb,Fantastic food!,"I went to Five Napkin Burger for a family member's birthday and it was great! We got the onion ring tower as an appetizer and it was delicious, especially with the sauces. I got the Double Cheeseburger Smash and it was huge. The meat was...More",Families,Napkin Burger Hell
209,Shahafya,19-Jan,Great food. Good service.,"Had lunch at the 'Five Napkins' with friends.
We tried to have dinner there the other day, but did not have reservations so we preferred not to wait.
The food was very good. Great onion rings.
The service was also excellent.",Friends,Napkin Burger Hell
210,Dave S,19-Feb,Best Burger I’ve ever had!,"Visited last night as we were first day in New York, did some google searches for where to eat by the hotel and saw your restaurant....checked the menu out and decided to go - got there and there wasn’t a table for us in site...More",Families,Napkin Burger Hell
211,<U+039C>a<U+03C1><U+03AF>a <U+039C>,19-Feb,Got sick right after finishing dinner ,"Had dinner yesterday night at this place (one burger, a salad and some fries) and now my boyfriend and I are both sick. This really ruined our night. Such a disappointment...",Families,Napkin Burger Hell
212,thetravelinman1,19-Feb,Five stars ,"For a reason.  Great burger.  Well presented, tasty bun, good meat.  Great onion rings, and good fries too (my wife liked them, and she doesn't like anything).  Lives up to its reputation, and worth the wait.",Couples,Napkin Burger Hell
213,tittytwister,18-Aug,Amazing food ,"Jen & I ate here one night on our N.Y.C visit and we weren’t disappointed. Fantastic busy place , cool bar to sit and drink whilst we waited for our table . Once seated our waitress was amazing, friendly and chatty . The meal was...More",Friends,Napkin Burger Hell
214,Peggy K,19-Jan,"After a few days in NYC, I needed a good burger - and I found it here","After a few days in NYC, my son asked me what I was in the mood for, for lunch.  I thought about it and answered ""a good burger.""  5 Napkins did the trick!  It's a great place for lunch!  We ordered the 2 for one...More",Friends,Napkin Burger Hell
215,JDjd2020,19-Jan,"Delicious food, excellent service",Burgers are juicy and fresh. Nachos were terrific. Wife had a salad and said it was good. Fries very good also. Service was attentive and friendly.,Business,Napkin Burger Hell
216,122jeanpaulh,19-Jan,Sunday Blunch,"Needed red meat in the form of a round disk shaped patty. Say no more with the Lamb Kofta. Now I’ve written about burgers in the past and of course they’re all unique and come with great taste, but seriously Sunday brunch burger with a...More",Families,Napkin Burger Hell
217,eashagray,19-Jan,Oh. My. Yum!,"I knew by the name this was going to be a BIG and JUICY burger, but it was wayyyy better than that! The cheese they use is so meaty and GOOD and the sauce was delicious and also so good with the fries dipped in...More",Business,Napkin Burger Hell
218,690lw,19-Jan,Absolutely delicious,"Came here on a recommendation and was not disappointed!  The burgers are so good and the lobster sliders delicious.  They were so busy the night we visited but the service was second to none.  The staff were fast, efficient and friendly but at the same...More",Business,Napkin Burger Hell
219,Sparkyscheeky,18-Dec,Burgers as there should bee Mmmmmmmm,We were in NY for only 5 nights but we ended up going back here twice as everybody loved it.  The Burgers were perfect as was the chicken.  It is very busy so you need to book or be prepared to wait at the bar...More,Families,Napkin Burger Hell
220,EinDC65,18-Dec,Yummy Onion Rings,"Took teenagers for an early weekend brunch. Glad we went early because it got crowded quickly so reservations highly recommended. Good selections for both breakfast and non breakfast options. Once we ordered, food came quickly and was good. Had to go with a burger the...More",Couples,Napkin Burger Hell
221,James H,18-Dec,Burger as it should be,"It's funny thing when you are in country of burgers there are places like this in which you can try normal, standard and regular american burger and enjoy it properly with cold Bud. We went to a lot of classy restaurants but there is nothing...More",Families,Napkin Burger Hell
222,Sherry T,19-Jan,Best gluten-free burgers,"First time visiting this restaurant. My husband and I had their special 5 Napkin Burger and it was outstanding, delicious combination of Gruyere cheese, rosemary aioli and cartelized onions. You pay a bit extra for gluten free buns, but they are good (not crumbly or...More",Solo,Napkin Burger Hell
223,shadylau,19-Jan,New Year Eve dinner,"We had an online reservation for the New Year 's Eve evening and only had to wait a few minutes to be seated. The place was full, and its location and decoration are great. Very professional and friendly staff. We were told that this restaurant...More",Business,Napkin Burger Hell
224,Xlg66,19-Jan,Excellent food and service.,"Great food , super music and the service outstanding.  The spiked smoothies are “Really Spiked “ and the wait was not long.",Solo,Napkin Burger Hell
225,diveydivey,18-Dec,Yummy desserts!,Stopped in here for an afternoon pick me up with dessert and coffee. The coffee was fresh but quite bitter. I had the NY style cheesecake and that is what it was... not very exciting but solid. My friend had the Root Beer float with...More,Families,Napkin Burger Hell
226,PD-ADL,19-Jan,Burger I will remember NY by,"Went there last night with the family had to wait for a table for about 15 minutes but was glad I did..
The Napkin Burger cooked medium was to die for... 
This place will be the one on my must try again list",Solo,Napkin Burger Hell
227,908267,19-Jan,Brilliant food and service! ,"Visited here on NYE having booked a table online. Restaurant was very busy but service was very efficient. 

Waiter was very helpful and the food was very good. Very much recommend the Truffle burger. Sides are enough to share and if you’re up for it,...More",Friends,Napkin Burger Hell
228,TheGrifs,18-Dec,Fantastic burgers,We had lunch at 5 Napkin Burger before going to a show on Broadway.  It is conveniently situated to access the Theatre District.  5 Napkin is very popular so our recommendation is to book; even for lunch otherwise you may have a long wait.  On...More,Friends,Napkin Burger Hell
229,GastroGR,18-Dec,Authentic New York dining experience,If you want a burger to remember New York by try 5 Napkin. The restaurant was busy (a good sign) and we had to wait for around 10 minutes for a table. It gave us time to sample a couple of of the local draught...More,Solo,Napkin Burger Hell
230,SanDiego_MK,18-Oct,"Good food, worth a visit!","Four of us met for lunch on the recommendation of two who were native New Yorkers. Two of us had the Impossible Burger (vegetarian burger that could pass for meat), which was excellent as were the other orders (brunch burrito, tuna poke salad).",Solo,Napkin Burger Hell
231,LMSings,18-Dec,Dessert and Cordials,Excellent carrot cake...cocktails need work and are overpriced for the quality.  Overall good experience for dessert!,Friends,Napkin Burger Hell
232,christopherbF5543KE,18-Dec,Our waitress disappeared ,"Great burgers and yummy rings and fries. This would have been a five star review, but our waitress disappeared and I never got to order my second happy hour beer. After 20 minutes, we flagged down another server for the bill.",Solo,Napkin Burger Hell
233,grandmarozzi,18-Dec,Lunch before Seeing a show,Even though it was the weekend before Christmas we were seated promptly. Everyone enjoyed their lunch and my daughter said her turkey burger was the best she ever tasted. Prompt and efficient waiters as well.,Couples,Napkin Burger Hell
234,Laker_girl_AB,18-Dec,Best Burgers,"Second time here. Burgers are amazing. So  tasty. Don’t even need a side, but if you do, the fries are worth sharing.",Families,Napkin Burger Hell
235,alexisj644,18-Dec,Total Gem!,"Googling a great burger place in NYC and this place came up. What a gem it is. The staff is amazing and the food was to die for. Love, love, love it.",Solo,Napkin Burger Hell
236,Y5479IWdavidb,18-Dec,Lunch ,Thought we would give it a try as we walked past earlier and food looked nice we walked in very busy so had to wait about 10mins at bar but I wasn't bothered about that <U+0001F609> we got seated and looking at the menu was...More,Solo,Napkin Burger Hell
237,dorenonee,18-Dec,Disappointed ,"My family and I were in NYC to celebrate Christmas early since my husband is military and I required to work during the holiday. We reserved a table at Five Napkin several weeks in advance. When we arrived, promptly for our 5pm reservation they asked...More",Friends,Napkin Burger Hell
238,JapaneseBob,18-Dec,Good but Not Great,"I give 5 Stars for Service and French Fries... both were Outstanding. But less than 5 Stars are the burgers. The burgers are large, juicy and perfectly cooked, but can lack flavor despite aioli, flavored mayo's, cheeses, and other various toppings. Having said that, I...More",Friends,Napkin Burger Hell
239,Peter T,18-Dec,What a shame!,Went here before about 7 years earlier and it was good so decided to visit again. We took our table and it was some time before our server came to our table. We ordered our drinks which came quite promptly and our server said she...More,Families,Napkin Burger Hell
240,Kitty272727,18-Dec,More than burgers,"The signature onion confit burger with rosemary aioli is huge, as are their many burger choices. Aside from burgers, the former lobster roll and now lobster sliders are fresh with plenty of lobster and nicely mixed greens. Sushi choices are also good. Poke as an...More",Couples,Napkin Burger Hell
241,Flyer099,18-Dec,quick place for a burger,"A few friends and I ate at 5 Napkins for a quick lunch, and overall, they have a pretty good selection of burger actions, in the food was tasty.

We came here on a recommendation from one of our friends. It was a Sunday afternoon,...More",Couples,Napkin Burger Hell
242,Jim2344,18-Dec,Average at Best! Five Guys is better!,There is a reason this restaurant did not survive in Atlanta. First the service is poor to average and varies throughout your meal. The servers do not work together and it shows. Then the food is just average - the burgers are better at Five...More,Solo,Napkin Burger Hell
243,arlene846,18-Dec,In and Out ....delicious lunch......plenty of time for Show,Brought family to Radio City Christmas Spectacular ....kids to grandparents.   Fortunately was able to make reservation for 10 for 2:00 lunch.  Hubby n I got there 40 mins early and had cocktail at the bar. The rest arrived on time and we were all seated...More,Couples,Napkin Burger Hell
244,osmurf,18-Nov,Amazing burgers ,One of the best burgers I have eaten!! Meat cooked to perfection (asked for it well done) while still been juicy with the right amount of bacon and cheese for every bite! Service was good with friendly staff who couldn’t do enough for you!,Couples,Napkin Burger Hell
245,jennyq7,18-Nov,Great food & a great atmosphere ,Great place. Busy so be prepared to book. Great burgers cooked to order. Mine was very rare so ask for medium rare if you don’t want it so mince-like. I had advocado on my burger. My husbands was perfect medium rare. Sweet potato fries are...More,Solo,Napkin Burger Hell
246,jobutler87,18-Dec,<U+0001F924><U+0001F924><U+0001F924><U+0001F924>,"Burgers are delicious there were so many to choose from I wanted about 5 <U+0001F648> and still got food envy when I saw others...
Staff very friendly and tentative.
Would recommend coming but absolutely booking a table the que was huge when we arrived at...More",Business,Napkin Burger Hell
247,carrieg412,18-Nov,Delicious and Priced Right,The reservation was worth it!  This placed was packed as it is near the Theatre District and lots of diners trying to get in before a show.  Service was great.  Tables are very close together. We all had burgers and they were cooked just right.,Families,Napkin Burger Hell
248,Keith_Lynn01,18-Dec,Delish <U+0001F60B> ,"Why didn’t we find this place sooner <U+0001F62E>. 

I had a chargrilled chicken burger which didn’t look or taste like your everyday burger.... Boy this was right up there for quality. 

My partner who is a vegetarian obviously chose the veggie burger and again was...More",Business,Napkin Burger Hell
249,Laura C,18-Nov,Great Burger and Sushi!,The front desk at our hotel recommended this for lunch and it did not disappoint! My husband had a burger cooked exactly to his specifications and I had the tempura shrimp roll. Delicious and different! Our waitress Ellie was very good and knew when we...More,Friends,Napkin Burger Hell
250,kdsims0410,18-Nov,Great food!,5 napkin had a great burger and grilled chicken sandwich. Atmosphere was good and service was also great. Will for sure them again we we come back to New York.,Friends,Napkin Burger Hell
251,SandJA_11,18-Nov,"Decent burger, shame about the service and noise","Came here with colleagues who had pre-booked a table. On arrival, on time, we were told to wait at the bar as the table was not ready. Three times we attempted to get seated,  it wasn’t exactly welcoming.

Our server was initially very good and...More",Business,Napkin Burger Hell
252,Denise S,18-Nov,Lovely brunch,"Met up with family while visiting NYC, they recommended 5 Napkins and we were not disappointed, best meal we've had so far. Food was excellent, staff were very friendly and accommodating, given there were 9 of us. Would definitely recommend to others, and visit again,...More",Couples,Napkin Burger Hell
253,Raymi M,18-Nov,Great burgers,"Never been before, it is not you typical burger place but a more upscale without affecting the price; the place is just great, service was really slow although the burgers were superb and within a good price range.  Will go back.",Couples,Napkin Burger Hell
254,luciepC5740BJ,18-Nov,Burgers,"Good burgers. We tried the bacon and veggie one. One portion of fries for two is enough, the portion are really big.",Solo,Napkin Burger Hell
255,Susan L,18-Oct,Amazing,On arrival we were given a buzzer but the wait was only 10 minutes and it was so well worth the wait! The spike of onion rings for a starter just prepared us for the burgers. We were a family of 4 and we had...More,Business,Napkin Burger Hell
256,cpoole62,18-Nov,Deliciousness,"We arrived in NYC this morning, checked into our hotel, and went in search of food.  After looking thru Trip Advisor, we Found 5 Napkin Burger, took a short walk, were welcomed in, and seated immediately.  Our waitress was polite and efficient. My husband and...More",Solo,Napkin Burger Hell
257,Dana S,18-Apr,Super Cute Atmosphere,"This is the first restaurant that my husband and I ate at when we arrived to NYC. We wanted something casual but nice and this place did the job, The atmosphere was great!",Families,Napkin Burger Hell
258,IanReds000,18-Nov,Evening with family.,"Great experience we walked in and was given a buzzer as there was a 30 minute wait, went to the bar served straight away very friendly and knowledgable about the drinks I asked about. We were served by Jamie, she looked after us very well.",Families,Napkin Burger Hell
259,MarkB8140,18-Nov,Post Marathon meal,We visited last night to celebrate one of our family completed the marathon. After being ignored at the bar for ten minutes we were comforted by the worst bartender I have every encountered. He was rude and became aggressive when we had a simple question...More,Business,Napkin Burger Hell
260,gr_goirej353,18-Oct,"Nice place to eat, in particular burgers !","Nice place, good meals, especially burgers ! Around 15$, you have to order side dishes like sweet potatoes (6$) which is prepared for 2.
Music is a bit loud. The waiter was perfect, very kind and discreet which is not so frequent in New York....More",Friends,Napkin Burger Hell
261,Hannah R,18-Nov,Great burger,A colleague in the UK had recommended this place and she was not wrong. The burger was delicious and generous portions. We really enjoyed ourselves. Service was good as well.,Friends,Napkin Burger Hell
262,MMMH,18-Oct,Upmarket Burger,"We absolutely loved 5 Napkin Burger! This restaurant is located on 9th Avenue and 45th in Hell’s Kitchen so, while easily accessible from Times Square/Broadway, it is not touristy and is full of locals which is always a good sign. 

The first night we visited...More",Business,Napkin Burger Hell
263,Martin R,18-Oct,An awesome burger establishment in Manhattan - NYC.,"Had dinner with a colleague at ""5 Napkin Burger"" whilst staying in Manhattan and I must say the whole experience was just awesome.  Located in an old butchers store the place had great character, (meat hooks hanging from ceiling), great decor and ambiance and of...More",Friends,Napkin Burger Hell
264,overtimetravel,18-Nov,Top 5 Burger in NYC,"Want a Great Hamburger? I highly recommend 5 Napkin. Especially the 5 Napkin Burger itself with the Aioli. Can’t go wrong. For the women, they created the Salad Burger with no bread. Modern decor is also very cool. Enjoy!",Couples,Napkin Burger Hell
265,Jet00922192409,18-Oct,I never had so bad service before !,"10/30/2018 We visited this restaurant to celebrate my cousin birthday.
I made reservation day before, the next day we came a little bit early. The restaurant was fully occupied, the waiters was busy. That’s ok 
We ordered food, the salads was ok(3-)
I like the...More",Families,Napkin Burger Hell
266,PremPod,18-Oct,Burger,I am getting on a bit and like my food. I have just had the best burger I think I have ever had - amazing and two more in my party agree - we had the 5 Napkin burger was amazing - my wife had...More,Solo,Napkin Burger Hell
267,LBReed68,18-Oct,Great Burgers in a Loud Crowded Space ,"I understand that space is at a premium in NYC and all businesses must use that space to a maximum efficiency.  I don’t appreciate other patrons hovering over us like vultures waiting for the carrion to be cleared from our table, especially while I am...More",Solo,Napkin Burger Hell
268,bonegary64,18-Oct,Great Burger and service (even Gluten Free),"This restaurant was always busy and for good reason.
The service was prompt
Food reasonably priced (approx $12-$18 for good size burger that tasted like meat unlike some other places)
Very good experience on both of our visits to 5 Napkin Burger on 9th Avenue...More",Couples,Napkin Burger Hell
269,morgan739,18-Sep,Bad experience with a waiter,"We came across the restaurant on the off chance, we had to wait about 20mins for a table as the restaurant was full, while waiting we went to the bar to order some drinks which was a battle as everybody was sitting at the bar...More",Solo,Napkin Burger Hell
270,Andy B,18-Oct,Great burger,"Ate here a couple of nights back and despite being a bit of a stroll from the hotel it was well worth the walk. Now I am a massive fan of Honest in London and I really struggle to find a burger to match, but...More",Families,Napkin Burger Hell
271,UkWorldtravellerplus,18-Oct,American diner at its best,"Fantastic service and really good food. Portions very large, especially nachos starter could easily have fed three people.  Sweet potato fries a bit hard.",Business,Napkin Burger Hell
272,Y299IVandrewh,18-Oct,Awesome Burger,"We were walking back to the hotel about 6pm and passed by this place which was full, always a good sign. We did some research on TripAdvisor and went back later that night and we are so glad we did.  

We all ordered burgers and...More",Couples,Napkin Burger Hell
273,Explore702853,18-Oct,Evening dinner & Drinks,It was a great place food was fantastic beer and cocktails to die for plus staff went above and beyond wish we had one where we live .,Business,Napkin Burger Hell
274,Jamie H,18-Oct,Burgers to die for,"Best burger I have ever tasted. Good service, great location. Nice setting, music a touch loud. Good choice of beer/cider. Will be back next time I’m in New York",Families,Napkin Burger Hell
275,1122steven,18-Oct,Post-concert bite to eat ,"Typical American food, with burgers and other sandwiches. Friendly server and clean dining area. Affordable place to eat right on Broadway",Business,Napkin Burger Hell
276,Boaz B,18-Sep,"Good food, press service","Every time we are in New York we eat at least once in 5Napkin
We are already well versed in our experience and therefore make sure to book in advance
It must be noted that the table we wanted was waiting for us in time...More",Couples,Napkin Burger Hell
277,anneliefr1,18-Oct,Great burgers,"Definitely one of the best burger place. 

Tried the avocado burger - really good. The tuna burger is another tasty choice. 

Could be a good idea to make a reservation  if you’re more than 2.",Business,Napkin Burger Hell
278,SherrieARC,18-Oct,Gluten Free Bun,It never ceases to amaze me the people that look at me like I’m crazy when ask if they have a gluten-free option. 5 Napkins was right on point with a delicious fresh gluten-free bun. The side of brussels sprouts was quite tasty and though...More,Business,Napkin Burger Hell
279,azkrys,18-Oct,Great (not cheap) food and drinks ,The chorizo dog at happy hour is excellent - you’ll probably want some fries to go with it. Chocolate shake with Kahlua is legit.,Solo,Napkin Burger Hell
280,Candiana,18-Aug,Wish I had found this place sooner,"Thoroughly enjoyed our family meal at 5 Napkin Burger. I wasn’t in the mood for burgers, and was pleased to find other options that very much impressed. My husband LOVED his, and this children’s burger would’ve been more than accceptable served to adults. My kids...More",Friends,Napkin Burger Hell
281,Venture56437,18-Oct,"Great place, great food, great service",Visiting from Chicago and always stop here for dinner. Nickquae waited on us and she was outstanding.,Business,Napkin Burger Hell
282,MsLisaS,18-Oct,Yummy!,"Great upscale burger joint!  Love the dill pickles served at the table. Burgers were fantastic, staff was friendly, restaurant clean.",Solo,Napkin Burger Hell
283,komo5,18-Oct,Awesome burgers and service,"5 of us dined here for lunch recently and the service and meal was terrific.  Without a reservation on a very busy Saturday we had a brief wait at the bar, but 2 for 1 mimosas made the wait very enjoyable. Honestly, the burger with...More",Couples,Napkin Burger Hell
284,netherd,18-Oct,A very good place,We found this place on TripAdvisor and i can say without any doubt that is really good. The burgers aren't particularly big but very tasty and with not too much cheese. French fries are good as well . The only problem is that the people...More,Solo,Napkin Burger Hell
285,Marla R,18-Sep,Great moderately priced dinner in NYC,We went here before a concert and on a recommendation and was not disappointed. Great when you want table service and don't want to spend a lot of money. Burgers were great as well as the fries and sweet potato fries. I had the special...More,Business,Napkin Burger Hell
286,Julessyd,18-Oct,Great burger and great service,"Had the lobster rolls which were gluten free and partner had bacon burger. Both were very good.
Service was good also without being in your face.
Pineapple margheritas were excellent. All in all a great evening. Very nice ambience as well.",Solo,Napkin Burger Hell
287,Milkshake26,18-Sep,Good place to have dinner before broadway show!,I went there with my mother and had avocado burger and California roll. The burger was big enough to excites me and the california roll was also delicious. Staffs there were all kind and fun so we could spend nice time. I would like to...More,Business,Napkin Burger Hell
288,BasharAlaeddin,18-Sep,Heavy Duty Burgers,"The service was excellent. The burgers are heavy though especially the famous 5-Napkin burger with caramelized onions, only had half of it, couldn’t finish it. The wings were very good and the made-to-order guacamole was very delicious. keep in mind the burgers don’t come with...More",Solo,Napkin Burger Hell
289,Robbe D,18-Sep,"Amazing, beautiful burgers","Thanks so much for reviewing your recent dining experience at 5 Napkin Burger! We appreciate your honesty, as we're always looking for ways to improve. We value your opinion & hope to see you again soon.",Families,Napkin Burger Hell
290,baseballmom11_10,18-Aug,Great food and fun place,"Wow, just wow. Go there. Or be square. There is nothing more to be said. Juicy lovely burgers with nice fries. A little bit more expensive than fastfood but SO GOOD.",Families,Napkin Burger Hell
291,ddzKC,18-Sep,"Good food, okay service","My daughter and I had a great dinner - burger was done to perfection and the fries were awesome!  Also, had some california rolls and the service was friendly and fast.",Couples,Napkin Burger Hell
292,kevinv877,18-Sep,Great Burgers and More!!,Portions are huge - burgers are huge. Come hungry. Food was good. Service was very slow. Sat outside. Tables are small but great people watching at this location near Times Square.,Couples,Napkin Burger Hell
293,Venture793986,18-Sep,Walking home and hungry,"The restaurant name itself makes you hungry for a juicy burger.  You can definitely order one of those, plus lots of other great eats!!  One person in our party actually got the signature 5 napkin burger, it was an awesome site to behold.  See pic...More",Solo,Napkin Burger Hell
294,chidiononuju,18-Sep,Dinner ,"We didn't plan to eat here, but while walking home from another activity at 9:30 at night, we wanted something.  We were seated immediately, if casually, and had good service.  We chose a selection of appetizers and sides instead of the burgers (which looked awesome,...More",Couples,Napkin Burger Hell
295,j0hnindc,18-Sep,"Great burgers, okay service ",Pretty decent meal. Enjoyed the waffle. Very pleasant staff. You may want to try the Lobster Sliders. They also have a Tuesday $20 per bottle on select wines.,Business,Napkin Burger Hell
296,mikeytoms,18-Sep,great burger and service,Burgers were great. Blue cheese and mushrooms was the winner in our group. Fries were very good. Service was just okay. Reasonable beer selection and two-for-one mimosas were a plus.,Couples,Napkin Burger Hell
297,Sebastien B,18-Jul,"Great food, very average service (sometimes)...",Stopped here before we went to a play.  The burger was too notch and the service was great.  We told them we were going to a play and everything came out on time.    thanks !,Solo,Napkin Burger Hell
298,Jlmglm,18-Sep,Delicious Food Great Service,"I always go to this place whenever I visit NY but I was very disappointed this last time I came this Tuesday 31st July lunch time... 
I was seated outside and I had to go back and remind the waiters a few times (even to...More",Friends,Napkin Burger Hell
299,Michaelkasperski,18-Sep,Damn good burger! Wow!,"In an area with lots of choices we were glad we made this one.  The burger was very good. There was variety in the choices. We had the 5Napkin, and Avacado burgers and were both pleased. 
We also enjoyed the signature drink a Frozen Moscow...More",Solo,Napkin Burger Hell
300,CarolB789,18-Aug,"Wonderful Burgers, great bar!","Okay I have to admit we Grub Hubbed the burger and it was still GREAT. The fry’s had a great flavor to them. The burger, amazing! I can’t wait to try it in the restaurant. Yes, yes, and YES!",Friends,Napkin Burger Hell
301,viko95,18-Sep,A good surprise. ,"Great selection of flavors, and well presented - best burgers EVER!
Was very busy, but the staff were attentive when needed to be, and very friendly!",Business,Napkin Burger Hell
302,YeoMatt,18-Aug,Possibly one of the best burgers I've had!,We find out this place thanks to TripAdvisor because it was really close to our hotel. It’s was a really good surprise. We liked the environment and the service. The quality of food was good and there was a good proportion between quality and cost....More,Families,Napkin Burger Hell
303,andrewsF4736YL,18-Sep,Dinner,"Found this place using Yelp as we fancied a burger and we have to say this was one of the best places we went to eat at. Really tasty food and the staff were very attentive and helpful. 
Ask for recommendations as they were both...More",Business,Napkin Burger Hell
304,mvsv6366,18-Aug,"Great Food, Poor Service",Excellent food and atmosphere. I had the Lamb Kofta Burger and shared a portion of fries. The food and two beers cost just under $30. Not the cheapest but you are paying for top quality burgers. Definitely recommend,Friends,Napkin Burger Hell
305,arless p,18-Aug,"Great service, excellent food!","Visited on Saturday night 8/11. I had the chicken wings and my husband a burger. Both really, really good.
Service however was poor. The place was not that crowded and G.., our waiter only said hello to us an took our order after a long...More",Solo,Napkin Burger Hell
306,Derek M,18-Aug,Very good food and very good service,"Very busy restaurant. Service staff were friendly, helpful and accurate with our order.
The burgers we enjoyed (3 in our party) were prepared as ordered , Great plate presentation, hot, and delicious.  They are worth the premium price.The pomegranate cosmo was excellent.",Business,Napkin Burger Hell
307,58sheliac,18-Apr,Excellent burger,"Ate here twice on a recent trip to NY with my two teenage children. First evening we were seated straight away outside. We all had the Bacon Cheddar burger with two orders of hand cut fries between three. The burgers were delicious, the fries portions...More",Couples,Napkin Burger Hell
308,jop202,18-Aug,Evening Meal,Burgers are unique and worth the premium price tag! I had a shrimp burger with fries that were also amazing. ~25 pp,Friends,Napkin Burger Hell
309,suzi1967,18-Aug,"Good food, casual atmosphere","We stumbled upon this restaurant as we walked through Hell’s Kitchen.

The restaurant was full but we were very quickly seated. We particularly liked the decor of the restaurant.

The staff were very quick to take our order and were very attentive, but not overbearing....More",Friends,Napkin Burger Hell
310,Emily C,18-Aug,Mary was Amazing,"My daughter loves burgers so this was a new place to try on our recent trip into the city.  The burgers were good, generous portions and reasonably priced.  We had 5:30 reservations which I am glad, it got busy very quickly and it was a...More",Business,Napkin Burger Hell
311,dctravel,18-Aug,Even Better Lunch Venue,We stopped here after a day trip in the city for dinner on 8/22/18. We started with drinks and then got dinner at the bar. Mary was our bartender and was excellent. She quickly took our orders and ensured we were set with drinks several...More,Business,Napkin Burger Hell
312,remsen,18-Aug,A Very Good Burger,"After visiting 5 Napkin Burger for dinner several months ago, my daughter wanted a burger for lunch. We happened to walk past 5 Napkin and decided to try it again. While we enjoyed our dinner there, the lunch was even better. This could have been...More",Families,Napkin Burger Hell
313,Absolutely70,18-Aug,Terrible Service and staff with attitude,"With restaurants, over hype and exaggerated expectations are not such a good thing. Apparently, some reviewers went expecting the best burger anywhere ever. The fact is there are a number of other places that have burgers as good or even better than 5 Napkins Having...More",Friends,Napkin Burger Hell
314,NoscreennamesNYC,18-Aug,Unsatisfactory customer service ,"After being recommended this place by friends who received great food
I received attitude from staff who firstly did not take my starter order.
Then as I was still was eating my starter a guy came over to give me my main.
I angrily returned...More",Friends,Napkin Burger Hell
315,cesareba,18-Apr,Best burger in NYC,"The food here is delicious, the customer service in my experience has been satisfactory 90% of the time I have patronized this establishment, however today, Sunday August 12,2018 at approximately between, 6 and 6:50pm-ish at the bar area, this female server/bartender,  through her displayed behavior,...More",Business,Napkin Burger Hell
316,G2496JRchrish,18-Jul,Didn't need 5 napkins,Nice place that I did enjoy with my wife. The food was great and I can say that was one of the best burger I ever had.,Friends,Napkin Burger Hell
317,ARJACT,18-Aug,A Favorite,"But the namesake burger was really good.

They had a great selection of local craft beer and my daughter enjoyed her milkshake

We didn't have a reservation but I understand they take them.  

Good service, and really good burger!",Solo,Napkin Burger Hell
318,DCN2012,18-Aug,Aptly Named,"This is the ideal place for very good burgers, salads and ice cream sodas.  Everything is fresh and tasty.  The restaurant is comfortable but noisy.  Service is professional.  You can sit and enjoy without being rushed. It’s a favorite with kids.  It’s a go to...More",Couples,Napkin Burger Hell
319,georgieporgie04,18-Aug,Good food and big desserts!,"...and order accordingly. 

Walked in and seated quickly by jovial host staff. Server was on point and did an excellent brief on their brand.

Onion rings are light, crispy and craveable. Fish (Branzino) leaves a lot to be desired.

But ooooh their burger, specifically the...More",Couples,Napkin Burger Hell
