,nickname,Visit,Title,Review,Traveler_type,Restaurant
126,277gilliank,18-Nov,Excellent burgers poor service ,"As In so many times... I stopped by trip advisor recommendation while in town.
Place is nice and cozy.
I would recommend the Matador burger with sweet potatoes fries and Brooklyn lager or alike! Enjoy. I loved it",Couples,Bareburger
127,rpmotocross,18-Nov,Excellent Burgers,I would like to give this a better review as the burgers here are excellent with a wide range of yummy toppings available HOWEVER the service we received left a lot to be desired. Forgot about us multiple times and we were in a hurry...More,Couples,Bareburger
128,Kelly L,18-Apr,Feeling Healthy and Eating a Burger,"Fantastic burgers. Tons of choices. Different options, including veggie options. Service is good. Restaurant is nice inside. Prices are fair. Highly recommend.",Business,Bareburger
129,Tarek N,18-Nov,More than just a burgery,"I've eaten a lot of burgers during my time, and not always felt great after. I'm proud to say I felt great after eating at bareburger. I recommend the turkey SoCal burger. It has avocados and alfalfa sprouts, which helped balance out the aged cheddar...More",Business,Bareburger
130,EdR98597,18-Oct,Lots of great options,I went to BareBurger to catch up with a friend I haven't seen in a while. The atmosphere was the perfect balance between lively and still calm enough to have a conversation. The burgers and milkshakes were awesome! and the staff were absolutely very helpful...More,Couples,Bareburger
131,H0llyR,18-Nov,Skip Black Tap - come here !! ,"Very good service, very tasty burgers, and a comfortable place to grab a quick meal.  You can either order one of their suggested burgers or make up your own creation.  Various options for sides and delicious milkshakes too.",Families,Bareburger
132,Igno86,18-Nov,Top burgers!,"I’m gonna be honest I was trying to go to Black Tap for burgers and the trendy shake, however I was not standing in an hour long line so I used Yelp. Found this place nearby in Midtown and was seated within 15 min of...More",Business,Bareburger
133,Steveinitaly,18-Nov,Loud and tasty,The right place if you want tasty burgers. They have lot of suggestions or you can build your own burgers. Definitively worth a try!,Friends,Bareburger
134,Wrathi,18-Oct,Great variety of burgers,This is not the place a person would go if they wanted an intimate meal.  There is not much in the way of sound dampening and that is just fine for a lively establishment.  I only wished I had remembered how loud it can get...More,Couples,Bareburger
135,Vojislaw39,18-Nov,Vegans stay away!!,"After watching a matinee I was craving a burger, which stinks when your wife is a vegetarian.  Saw this place on TripAdvisor and couldn't be happier.  I forget the exact things we ordered, but for a chain restaurant this place was very good. Definitely a...More",Business,Bareburger
136,bra-paulo,18-Nov,Hamburger for meat lovers and not,"After trying out the place for the second time, this definitely a one star destination for vegans! I was very excited about the menu options but it was VERY VERY disappointment experience. 

The burger was cold, flavourless , greasy and totally swimming I n sauce!!...More",Solo,Bareburger
137,lorij912,18-Oct,Spectacular,"This burgery has options for vegetarians Aldo, but If you love meat do notebook hesitate to eat their beef burgers. We tried the supreme and American, they were delicious and in a great size. As a side, you can try fries and rings and to...More",Families,Bareburger
138,Afraserb,18-Oct,"Good food, decent price","Felt welcomed the moment we arrived. Amazing food, great casual atmosphere. Go for the Impossible Burger...AMAZING..best in town, fries/onion ring combo yummy. 
I personally am very careful with diet....no doubt this will fill you and not make you fill full!...",Couples,Bareburger
139,sadave1,18-Oct,"It was a really fresh, tasty burger","Good food for an American diner. We had 6 people, got a table within 2 minutes. Reasonable prices and fast and friendly service.",Solo,Bareburger
140,lisaccrouch,18-Oct,Our second visit,"We went out for a drink and asked a local barman for a recommendation on where to get a really good burger. His recommendation turned out to be Bareburger. The staff were friendly, Its not particularly fancy, but the burgers are great, we didn't wait...More",Solo,Bareburger
141,Jennifer K,18-Oct,Great food-fantastic vegan options ,We first visited two years ago and when we booked to come back to New York our daughter insisted that we have dinner one night at Bareburger. We had to wait 10 minutes for a table but spent that time at the bar. We also...More,Couples,Bareburger
142,Adelinda L,18-Sep,Vegan heaven,"My husband and I came here twice during our nyc trip and tried the impossible burger (which is amazing). They have fantastic vegan food and the menu is well labeled. Also, the staff is very knowledgeable about what is in their food. Highly recommend to...More",Business,Bareburger
143,Brian S,18-Sep,A great find,"We ended up in this place on our first night out in NYC and it was such a discovery! I tried for the first time a beyond meat burger and it blew me away. For a moment I thought l was eating real meat. 
And...More",Couples,Bareburger
144,grknn123,18-Sep,Bison burger,"This place is a bit of a gem and if it weren’t for trip advisor, I would never have found it or gone through the door. (I haven’t left yet!) Nice atmosphere and friendly staff. As a first timer I was shown how it works...More",Families,Bareburger
145,andreabs_93,18-Sep,Perfect burgers,"I tried bison burger for the first time. It was delicious, less spicy than hamburgers is Europe. It's worth trying!",Business,Bareburger
146,brendanc91,18-Sep,Good Burger & Fries,Great burger restaurant chain in New York! It’s a great place for people like me who don’t eat meat & dairy. Loads of options for you to create your own burger.,Solo,Bareburger
147,ChristyJE,18-Sep,Great burgers!,I visited Bareburger with my girlfriend and we both enjoyed our meal. After a long day of travelling we decided on bareburger as it was close to our hotel and was an easy place to drop in. I had the american burger and my girlfriend...More,Families,Bareburger
148,WesleyVanderVeken,18-Aug,Best burgers we had in NY,"Four of us went for an early dinner (pre concert at Sony Hall), and we all loved our burgers.  I had the Paul Bunyan (I love bison burgers), my husband had the Flamin Bacon, and my brother & sister-in-law both ordered the Buckeroo.  The ingredients...More",Families,Bareburger
149,Fabio B,18-Sep,Amazing Hamburgers,"Great burgers, very original and a lot of choice whether u like meat, vegan or veggie. Great onion rings and Lil sauces along the side. Great price quality!! Recommended",Friends,Bareburger
150,T3535UWdeborahc,18-Aug,Fantastic!,"We decided to find an option to the crowded places near Times Square and 8th av. We were surprised with the taste and quality of the hamburgers, the place and the service are also good.",Solo,Bareburger
151,celinebarry13,18-Aug,Vegan and vegetarian menu,"The one i visited was on 57 th street in NYC. Aside from air conditioning that was fairly unambitious, this place had a zen hippie vibe and excellent food. The staff was laid back and friendly, and knowledgable about their product. 
The food was superb....More",Couples,Bareburger
152,Paulguyinnj,18-Aug,"Great burgers, but where's the beef?","Delighted we got the chance to visit here. The burgers and sides were real good. We chose different burgers each so got to taste each other’s. The server helped us out with Deciding on sauces, a really sweet girl.  That helps make your eating experience...More",Business,Bareburger
153,stefand987,18-Aug,Excellent burgers,"Fun and hip atmosphere with friendly service. 
I ordered the standard burger with aged cheddar,caramelized onions,lettuce and tomato with special sauce. 
Burger was cooked to medium as ordered. It was juicy,moist and flavorful. Toppings were fresh and flavorful including the special sauce. 

My only beef...More",Solo,Bareburger
154,ladycat1170,18-Jul,Good food,"Our first day in NY and the USA. We (2 adults, a 16, 7 and 5 year old) had just finished a Circle Line boat tour around the island of Manhattan and were hungry. By chance, we ended up at this Bareburger, a few blocks...More",Friends,Bareburger
155,V9629GLjasonf,18-Aug,Good burgers!,"Good food, good service, great drinks. A fun place to stop and get a bite. All of our burgers were cooked exactly as requested and the changes, such as no onions, were handled without any issue. A total A+",Couples,Bareburger
156,Debbie P,18-Jul,Loved trying the Impossible Burger,Good burgers and fries! Waiters were very pleasant and attentive. The mixed drinks we had (the Mexican and sangria) were not that good. The Mexican was a mixture of candied ginger and tequila I believe. It’s an acquired taste but not for me. The sangria...More,Business,Bareburger
157,OmarArnaout,18-Jul,Impossible Burger delight!,"a few doors down from our hotel
Loved it
Impossible burger lived up to expectations
just don't go for the cheapest wine - yuck!!",Business,Bareburger
158,kpws2018,18-Aug,"Satisfying Food, Great Bartender","Me and my wife loved this place and had the best vegetarian burger in our lives, the impossible burger! Great atmosphere and great staff! Highly recommended!",Couples,Bareburger
159,lauracobos64,18-Aug,Salad mystery!,"Ate here with two kids (9 and 13) who had the best, not frighteningly-red, Shirley Temple EVER!  Food was tasty, liked by all.  Great brussel sprouts!",Couples,Bareburger
160,798ellenr,18-Aug,Great vegetarian burger,"After a visit to the Intrepid museum, we went to this restaurant for lunch on a recent Sunday.  The other 2 people in my party ordered burgers but I chose a spinach salad with grilled lemon chicken, since it was a torrid day and the...More",Families,Bareburger
161,Marsha P,18-Jul,"Great burgers and shakes, gluten free options","We popped into this busy restaurant before seeing a show and our dinner was excellent 
I enjoyed my vegetarian Thai burger and my sister loved her kale Caesar salad. Even the mustard on the table was top notch.  Do order the avocado basil dressing. It’s...More",Solo,Bareburger
162,sblackman27,18-Jul,Lots of Burgers to choose from,The food was great and the staff was extremely accommodating for our group of 16.  We had several needing gluten free options and they had several options.  We also had many allergies and the staff was very understanding and helpful.,Couples,Bareburger
163,Sam S,18-Jul,Good burgers and fries,I recently ate here because I remembered how delicious their burgers are.  The only thing I noticed on this trip was how small the burger patty became - definitely not 6-8oz as my previous visit.  I had to open the bun to see the burger...More,Friends,Bareburger
164,dmitrysA612DF,18-Jul,Good! ,"Good burgers and enough choice.
Good sweet fries.
Happy hour sees cheap drinks.
Burgers are very nice. Not massive but enough to satisfy. Clean tasting.",Couples,Bareburger
165,juanjod109,18-Jul,Excellent burgers!,"Just very good! But no wet wipes that are very helpful after burgers. Food is tasty, service is good",Friends,Bareburger
166,JayCee14,18-Jul,Very Accommodating with Food Allergies,"One of the best burgers in NYC, tasty, organic and full of flavours!
They have some amazing burgers and specials for vegetarians",Business,Bareburger
167,Andy39,18-Jul,Great food great service,"The name itself was enough to lure us in for a Gluten free meal.  Of course they came through.  Very knowledgeable waitress (sorry I am horrible at names) and answered all of our questions before we could ask, ha.  Food was yummy.  I ordered the...More",Solo,Bareburger
168,Joe T,18-Jun,Bareburger ='s Yummy Burgers!,Fantastic experience. Great food at reasonable prices. Very knowledgable waitress. One of our party is celiac and the waitress knew every part of the menu what was ok and what needed substituting. Even knew what “water” was without any of us needing  to say waaaaartar!!!...More,Friends,Bareburger
169,AlbertsFamily,18-Jul,Tastiest burgers in NYC,"I first ate at Bareburgers in the city as it was close by to where I worked at the time, so some co-workers one afternoon suggested we eat lunch there, and I immediately fell in love with this place. The atmosphere inside (although busy) was...More",Families,Bareburger
170,photoguy_10,18-Jul,"Great, healthy meal",Great salads and tastiest burgers in New York City. Sustainable produce used creatively and  served with a smile. Convient location with clean restrooms.,Friends,Bareburger
171,sitaramdas,18-Jul,Consciously prepared food,We were looking for a somewhat healthy meal and a burger so we stopped in after being told by a friend to visit. Service was great.  We ended up sharing a salad with chicken and large order of sweet potato fries. I wanted to get...More,Friends,Bareburger
172,FionaMacF,18-Jul,Delicious burgers - and good if you have specific dietary needs,"This place is perfect for people who have restrictions and/or allergies.  They are very tuned in to all of that stuff.  there are probably six different kinds of veggie burgers, and you can get your burger wrapped in collard greens instead of having bread. it's...More",Families,Bareburger
173,alice_lenthe,18-Jul,Wish I had a reason to return,"I think that the burger I ate here (the John Bunyan) was possibly the tastiest burger I have eaten. The caramelised onion and blue cheese along with the excellent organic beef ensured that every bite was delicious. Our waiter was polite and attentive, and was...More",Friends,Bareburger
174,Elton Z,18-Jul,Great place,We were just passing through Rye and wanted an easy dinner.  We got a great burger (the American) and wonderful buffalo chicken sandwich.  Lightning fast and friendly service from Emma.  Excellent sweet potato fries and onion rings.  You can't go wrong here.,Friends,Bareburger
175,kianme,18-Mar,Great food!,They had an interesting concept and a wide menu. Bareburger serves delicious grass fed meat with a lot of flavor.,Solo,Bareburger
176,larrye559,18-Jul,"out for a good burger, stop here",We are always looking for good food when in NYC. Close to the theaters. We have been here twice and will definitely be back. Both experiences were great! There are plenty of food options and they are attentive to food allergies. The restaurant is small...More,Solo,Bareburger
177,kostasz403,18-Jun,New York fun trip,We stopped in with a group of 5.  Service was good.  pretty fast  with the food.  I had the brisket burger.  Tasted great.  They had vegan options for those in our party that wanted a vegan option.,Solo,Bareburger
178,ugabama,18-Jun,Accommodated a group of 9 on a Friday Night!,"Very good atmosphere ! Excellent and friendly staff. AWESOME burger ( build your own ) !!!
 And definitely try the French fries with cheese and the Brooklyn cola!!",Couples,Bareburger
179,839helenp,18-May,Excellent,"And, the food was outstanding!
We are traveling with a group of 50 to NYC, and 9 of us decided to try Bareburger- on a whim on a Friday night- obviously no reservations!  We offered to split up, but the staff found a way to...More",Business,Bareburger
180,stolenbuick,18-Jun,Ordered the Beyond Burger and Impossible Burger to go - No Bun ! ! !,"I recently visited New York and as my friend was vegan this place was recommended to her.  The service was excellent ,they really went out of their way to care for their customers.   The food was superb with a good choice of burgers and although...More",Solo,Bareburger
181,Peter V,18-Jun,very good place,"I ordered the Beyond Burger and Impossible Burger to go and when I got back to me hotel was stunned to see there was no bun?! When I called, they say a lot of people who order these want them on lettuce without a bun....More",Couples,Bareburger
182,705nickin,18-Jun,Best Burger,american dinner type business but with lots of vegan and vegetarian options. ate here a few times now. always quite good. last time I also drank one of the vegan skakes. also highly recommended,Couples,Bareburger
183,Sarah R,18-May,Absolutely the best food experience in New York,Service was quick and very friendly. This was the best burger my husband and I have ever had. We both did the build your own. He had bison and I had beef. Our friend has several food allergies and they were able to accommodate all...More,Solo,Bareburger
184,yogasanne,18-Jun,Great place for vegetarian burger lovers,"I’m from London that suffers from gluten and dairy allergies, and whilst doing research for places to eat during our holiday to New York, Bareburger kept cropping up. We eventually found it on ‘Restaurant Row’ (as a local called it) on our 3rd day in...More",Solo,Bareburger
185,KaiUWulff,18-Jun,"Overpriced, small burgers and slow service","We found this place on our way home from a off Broadway play. After being a bit frustrated with meal prices in Chelsea (penne arrabbiata for $26? are you kidding?), we found this place reasonably priced, fun and stylishly casual with many healthy choices for...More",Solo,Bareburger
186,NYTraveler273,18-Feb,Where Else Can You Get Burgers Wrapped in Collard Greens?,"I had the Bison burger and my friend the all American .. We,, I would say McDonald's make better burgers for a fraction. The ketchup is BBQ sauce and the service is slow .. Guess it is more a tourist trap .. Learned the lesson!",Friends,Bareburger
187,ArntAndersrod,18-Apr,"Yummy, yummy, yummy!","We almost skipped this joint because their number ratings was ""pending"" but we took the chance and it was excellent! The burgers wrapped in collard greens were really great and we enjoyed a few craft beers as well. Overall it was a fun experience and...More",Business,Bareburger
188,swardell76,18-May,Just Fine,A perfect burger experience. You will be full and satisfied and will be left with a smile around your mouth after you have finished eating.,Business,Bareburger
189,StevoHughes1,18-May,Good vegetarian options,"My husband and I visited before we watched our daughter dance at the Concita Rivera Awards. Food was fresh, delicious and appropriately presented.",Solo,Bareburger
190,Pushkin007,18-May,Great Burger joint,We had take-out and went for the vegetarian offerings: an Impossible burger and a Beyond Meats burger. Both were amazing in their delivery of a full taste that resembled meat but wasn't meat and didn't leave you with that bloated meat feeling afterwards (vegetarians will...More,Business,Bareburger
191,jlobez,18-May,Rude hostess,"Great little burger place very centrally located and easy to find. 
All the meat is organic. A large variety of burgers are available including bison. You can also ‘build your own’ from an amazing choice of everything from buns to pickle to different cheeses etc....More",Couples,Bareburger
192,Melissa B,18-Apr,Oh so Good!,"We were a group of 4 and were placed on a waiting list even though the place was half empty on a Saturday night. After 10 minutes waiting, the hostess told us we would have to wait ~20 more minutes even though none of the...More",Couples,Bareburger
193,Davigeta,18-May,Not your average burger place!,"Recommended by our hotel after traveling.  Service & food was Excellent.  Reasonably priced & good quality.  We enjoyed a burger, fries, onion rings.  All items naturally fresh.  Were glad to see there was one right across the street from the University my daughter will be...More",Friends,Bareburger
194,840philw,18-Apr,Try some Bison in a Bun! ,"My wife and I had lunch here today. Friendly staff and great service. There is a very wide selection of burgers, and sandwiches as well. A fried chicken sandwich and a veggie burger were very good. Fries were also solid. A nice twist on burgers.",Families,Bareburger
195,Andrea L,18-May,Nice experience!,"The reviews were all pretty positive about Bareburger in Hell's Kitchen, Midtown Manhattan so we tried it ourselves, three Meat eaters and one Vegetarian. Yep it's certainly all about the burger, all different types of buns/breads, salad items, sauces and ooh did I mention burgers?...More",Families,Bareburger
196,alirish,18-May,I was expecting more,"Place is cool, all ingredients organic, they have a good beer selection. The burgers we ordered (American and standard) were well prepared, you can tell the ingredients are local and organic by the taste they have. Recommended for a burger in NYC.",Solo,Bareburger
197,AK_travel_review,18-May,Good burger reasonably priced,"On a recent trip to the city, we choose to have a our ‘last supper’ near the hotel before we left for our flight.

All our friends had been talking about the chain who have a few in the city so we thought we’d try...More",Solo,Bareburger
198,badera259,18-Apr,This restaurant racist,"This burger is not a change-your-life experience but it is a very fair portion, tastes good due to great quality ingredients and can be customised fully to your liking. The sides are standard and also of a good portion and quality. Overall, I am very...More",Couples,Bareburger
199,17wandalust46,18-Apr,"Excellent food, solid service.",The restaurant does not respect Muslims and tries to get rid of them by say we have a list wait for 1,Families,Bareburger
200,0AndrewM,18-Apr,Decent burger,"We stopped here after an off Broadway show, the burgers sounded delicious—with great variety. We ordered the loaded fries first-yum! Then I had the Paul Bunyan, and hubby had the one above on the menu—we were both extremely happy. Delish!",Business,Bareburger
201,MrsStimmo,18-Apr,Vegan Heaven!,Not a fan of sharing a table with others but the service was quick and friendly and the burgers were awesome!,Families,Bareburger
202,Sarah H,18-Apr,Awesome Burgers and Onion Rings,Took a school group here earlier this month as 2 of the staff members were vegan and were desperate to go. Huge range of food options for meat eaters/vegetarians/vegans and the it wS all reasonably priced. Our server was knowledgeable and chatty. We went for...More,Families,Bareburger
203,Roberto P,18-Mar,"Great and special hamburger - additionally, it's gluten free too","Hands down one of the best burgers I have ever eaten!
We came here by accident cause it was pretty late already but it was such a great dinner, that I can only give it 5 stars.
The burger was juicy, the bun was soft...More",Couples,Bareburger
204,LeCacoin,18-Apr,Great food but very bad service ,"This hamburger corner exactly reflects the NY old style. They serve great beer too. Hamburger was fantastic. I strongly suggest to taste it. Waiter was great, she was really customer care oriented.",Business,Bareburger
205,GlitterToastNYC,18-Mar,Delicious Decision Fatigue,I ordered food to be delivered but there was a bug in the app so I got a confirmation saying more or less that 'my pick-up order will be delivered to [my address] so I should skip the line and go directly to the counter'....More,Solo,Bareburger
206,Nicole R,18-Mar,Organic options and great food in a convenient location!,"The menu is extensive, burgers are customizable, and they deliver. Not a bad start. I was over the moon when it was announced Bareburger would be carrying both Beyond Burger and Impossible Burger. I was definitely more excited for the Impossible Burger as, unlike Beyond...More",Friends,Bareburger
207,kimwrightpix,18-Mar,If you enjoy food poisoning go here,We always stop at Bareburger when in midtown. Fantastic gluten free and vegan options to suit all of our family's needs. I highly recommend getting the burger on the collard green wrap. Absolutely fabulous. Treat yourself to the bananas foster milkshake and the perfect sweet...More,Solo,Bareburger
208,Nacca91,17-Oct,Great food and suitable for vegans,"My husband and I ate dinner here Wednesday evening (March 28) before our flight to Tokyo. 

The service was absolutely dreadful. Very very slow, we didn’t get a drink order taken for 15 minutes after sitting. The waitress was not friendly at all, and never...More",Families,Bareburger
209,Yogamonkey1,18-Mar,Worth finding this place,"This was our last stop in New York before we headed home - it was by chance that we found this place as I just opened an app and it was a nearby burger joint that had ""vegan options"" as my partner is vegan and...More",Friends,Bareburger
210,TonyVDR,18-Mar,Late night family dinner,Great burger place with super friendly staff.   Highly recommend the Paul Bunyan with a cherry cola!  Skip the fries and go for the wings,Families,Bareburger
211,alessandrobB8780DS,18-Mar,Good burger,"After wandering down 9th Ave looking for a place to take family late at night, found Bareburger tucked away.  Very attentive and friendly service. Clean. Good ambiance for family or couples.  Food was moderate portions, but very tasty and fresh.  Moscow mule was very good...More",Families,Bareburger
212,Marco M,18-Mar,Burger at it's best,One of the best burger of New York..... I’m walking around Time Square and by chance I found this restaurant.... recommended everyone,Couples,Bareburger
213,Ros1943,18-Mar,Gem on 46th Street ,"All organic, nice beer selection, great service, great taste. On 46th in NYC. Need anything else?
Nice kid selection also, thats a plus!",Friends,Bareburger
214,Peter V,18-Mar,very good,"Wandered in on the last day of our visit to NY and got one of our best value meals while in the city.

Wonderful food in a fun atmosphere. Excellent choice on the menu and an excellent choice of build your own burgers.

Service excellent,...More",Friends,Bareburger
215,pfr88,18-Mar,"Great food, and atmosphere!",lots of vegan and vegetarian options. nice athmosphere. friendly service. recommended when in the mood for burgers,Business,Bareburger
216,O9848FLkevinm,18-Mar,"Very good, organic, lively atmosphere. ","This plc was a hidden gem we found along our stroll in NYC.  Delicious menu, easy atmosphere,  good service and not far from central park.  Loved the upside down lamps as ceiling lighting and the comfortable appeal. We all enjoyed our orders, and reasonable prices....More",Families,Bareburger
217,YeahLetsGo2,18-Mar,"Tasty, Eclectic, and Casual!","Trip Advisor Reader,

I always like to start my reviews by saying that for me, each visit to a location has a potential 5 rating. I see my reviews as how was the quality and service in relation to where I am reviewing. From the...More",Business,Bareburger
218,Mondler2017,18-Feb,A Total Gem,"Fantastic burgers, fun hipster environment! Perfectly cooked fries. Lots of options for non-meat eaters. If you appreciate organic foods - don't miss this restaurant!",Business,Bareburger
219,P S,18-Feb,Underwhelmed!,"we were worried about finding somewhere o eat that would cater to our dietary needs. The menu offered so much choice- about 5 veggie pattie options, gluten free options. You can build your own burger from scratch including from the bun, pattie, sauce, salad, cheese....More",Families,Bareburger
220,AdilOliverSharif,17-Oct,Vegan Burger Heaven,This was our least favourite dining experience on our week's NYC trip.  We had to wait for our table (family of four) as it was busy and having heard great reviews about the place/food we were excited to try the food.  When it came it...More,Couples,Bareburger
221,Companion432122,18-Feb,Trip,"This is a must try experience while in New York. This was great at first I was not sure what I was going to get, but how could I ever doubt the Americans, especially New Yorkers.",Families,Bareburger
222,johnnyg387,18-Feb,Great find - will definitely return. ,"Took 1 american burger, fried potato and 20oz beer. Very tasty meat. Very gentle waitresses. Total receipt- 26 USD.",Solo,Bareburger
223,Kirsty H,18-Feb,Excellent Value for Money and Great Atmosphere,Really tasty burgers in a relaxed atmosphere. Healthy and locally sourced ingredients were so refreshing after a week of snacks and processed food.,Business,Bareburger
224,lukefitzpatrick,18-Feb,Best Vegan Burger you'll have! ,"Checked out the reviews for Bareburger on Tripadvisor and was not disappointed. The food and atmosphere was great. We are a family of two halves with the men loving burgers and us ladies not so much. However, the restaurant won us over. The food was...More",Solo,Bareburger
225,timdinesout,18-Feb,Great place ,"We ordered for a pick up here, the price was very reasonable and the staff were lovely and quick... The food! Wow, delicious! So impressed with the vegan burger! Highly recommended!",Families,Bareburger
226,ck1081,18-Feb,Perfect,Visited here as came up as close to hotel n had good reviews. Got onion rings too as was suggested. It was a good suggestions as they are fab. Our server was great too. Funny and in good form. Her name was dana g on...More,Solo,Bareburger
227,lauracQ1289QV,17-Nov,Best burger and Onion Rings,Perfect american Burger. Just a little cold in the front next to the door. restaurant. But brilliant food.,Friends,Bareburger
228,EdinburghWeesa,18-Jan,We wanted a good burger in NYC...tick,"First YOU MUST ORDER THE ONION RINGS.
Best onion rings we have had. The options you can have were great.
This really was a good quick eat and great flavour would recommend to all.",Friends,Bareburger
229,jess_a_ro,18-Jan,Great Vegan Burger in Hell’s Kitchen,"We researched good burger joints on TA, and turns out this one ranked very high and it was on the same street as our hotel...
We had to book, but only with 30 mins notice, and they offered us a seat at bar until table...More",Solo,Bareburger
230,jsfun,18-Jan,Lovely time,"With three burger options for vegans, this is a great restaurant in a sea of cliche joints in Times Square. Worth the two block walk. The fries and onion rings are good too.",Solo,Bareburger
231,wlopez09,18-Jan,Good,I went with my teen daughter who got a kids cubby  meal which had a almost too small burger and too many fries. She also ordered the Mexican chocolate shake which was heavenly.  I ordered the chia burger in the Mexican salad and a side...More,Friends,Bareburger
232,854ameliae,18-Jan,A very good burger indeed! ,"Great tasting burgers and sides. Had the flaming bacon, good flavour and just the right amount of heat. Recommended.",Solo,Bareburger
233,dwroesekejr,17-Dec,Burger mainstay with interesting options,Second time at this place and would go back again. I had a takeout and it didn’t disappoint. They are great with allergy requirements and offer gluten free bread. The burger is delicious!!,Couples,Bareburger
234,katebQ2382WM,18-Jan,Yes Lord!! ,This little spot on Restaurant Row has quickly become our burger go to spot.  Frequently quite busy but always quick and friendly.  So many burger and side options to choose from that it will never get old.  A side of crispy brussels sprouts and a...More,Families,Bareburger
235,martapardo91,18-Jan,Incredible burgers,"My daughter & I had lunch at Bareburger today— an excellent experience from start to finish. It smelled delicious the minute we walked in. Our server was cool enough to charge my phone for me at the wait station while we ate, and gave us...More",Solo,Bareburger
236,RamonPow,18-Jan,1st Stop... Burgers!!,We found it as it’s close to where we are staying and the place we wanted to go was closed. Tasty and juicy burgers and all products organic. One of the best burgers I had for a long time. Prize whise very well as is...More,Solo,Bareburger
237,berleycol,17-Dec,Pretty fine burger,"Greeted at the door by a friendly chap and shown straight to our cosy booth. It was a Tuesday night so pretty quiet. We were greeted by our waiter Liam who welcomed us as first timers to Bareburger. Very polite and friendly, seemed passionate about...More",Friends,Bareburger
238,S3447BPmarkh,18-Jan,Excellent in every way!,"Really glad we found this place. No fuss, reasonably priced restaurant. Friendly staff. My partner had a bison burger and I had a dry aged beef burger. Both burgers were light and not greasy and enjoyed the range of toppings which you could pick from...More",Friends,Bareburger
239,johnbA155AK,18-Jan,Delivery sucks,"Visited bare burger this month as we were looking for somewhere good that also catered for gluten free needs.
Well this place was spot on for our needs, explaining what was on offer and nothing seemed like any trouble for them.
Burgers are delicious, service,...More",Families,Bareburger
240,jond531,18-Jan,I don’t usually use OMG but OMG the burgers here...,"it's unfortunate because the food at this place is so good that i would order from here every night ..... but the delivery service is just awful, always late and of course food very cold (like very very cold). also they always forget stuff. so...More",Couples,Bareburger
241,GlutenFreeFamTrav,18-Jan,So good! ,"Simply put we landed in nyc, arrived at our hotel and wanted a quick but nice 1st meal out. If you love burgers this is the place for you. Great service and quick too. Burgers cooked to perfection and cater for all. The beer selection...More",Couples,Bareburger
242,jessicapgowing,17-Dec,YUMMY,The burgers here are delicious!  They have gluten free buns and all meat and toppings  except one vegan burger are all gluten free.  We went here twice while in NYC for 5 days.  First Day was better than the second day but that was probably...More,Solo,Bareburger
243,Sophie V,18-Jan,Best burgers we've ever had!,"had researched Bareburger before our trip to NYC at Christmas and soo glad we visited. The food is amazing, the cocktails were delicious and the staff are super friendly plus I love the ethos behind the company with sustainable healthy food sources and options....please come...More",Couples,Bareburger
244,FinTraveller85,18-Jan,After theatre dinner,"One of the best restaurants I've been to. So inclusive and aware of all dietary requirements, there is literally something for everyone. My boyfriend is very fussy so the build-your-own option was perfect for him. I had heard about the Impossible Burger through a video...More",Couples,Bareburger
245,MarianneM453,17-Dec,Yummy with a wide variety of selections,We walk passed by after a show on Broadway and decided to step in. We have eaten burger in many places around the town. This time we went for buttermilk chicken sandwiches and sweet potato fries on the side. It was all very good. They...More,Solo,Bareburger
246,sunseeker0223,17-Dec,delicious! ,This restaurant was recommended by a friend so we tried it out on a day trip to NYC.  It was great!  The menu has a wide variety of meat options to choose from along with their standards and the option to build your own.  The...More,Business,Bareburger
247,sadpanda,17-Dec,"Legit good burgers, fries & beer in hip environment ","After a long flight from Scotland, we headed to Bareburger after checking in to our hotel (which was round the corner)

From the moment we entered we were greeted by friendly and helpful staff. The menu is huge with lots of choice and lots of...More",Families,Bareburger
248,Terelahormiga,17-Dec,Terrible,"Glad I found this place! Would go back for sure. Burgers were legit good! We all did the ‘make up your own’ option and they were all well cooked, constructed and very tasty. Good to see meatless patty option too called the impossible burger. 

Fries...More",Business,Bareburger
249,126KevinD,17-Dec,Best burger ever,We wanted to have dinner but the hostess told us there was a 30 minute wait. But we saw 5 empty tablea and lots of people waiting.,Friends,Bareburger
250,Malko_Deine,17-Dec,Very nice burgers,"I’ve never seen such a variety of options on a menu... for a burger. 

Bison elk, beef or meat free, with options on or on the side. 

I had bison with bacon, mustard strong cheddar and sweet potato fries, washed down with a local wheat...More",Friends,Bareburger
251,jennifera64,17-Dec,We Coming Back...,"Sometimes it's difficult to find a true good burger in NYC. There is a lot of choice for everybody in Bareburger : bison, beef, chicken, vegan, etc... All products are organics and with a low impact on the environment. 
Burger and sauce are very tasty....More",Business,Bareburger
252,samanthaannx,17-Oct,When you walk into a burger place with your vegan friends...,"This was our first time to this location but, not our first Bareburger visit. Each time we're in New York, we have to hit Bareburger. Initially, it was because of their gluten free options but now it's for the quality. The food (gluten free or...More",Couples,Bareburger
253,Commissar C,17-Dec,First Class,"Let me start by saying that the coconut milk ice cream was amazzzzzing. This place is great because everyone can eat something here. Vegetarian friends, vegan friends, those with allergies, etc. The athmosphere, service, and food are worth it!",Couples,Bareburger
