,nickname,Visit,Title,Review,Traveler_type,Restaurant
127,Shantamr36,19-Mar,My Sisters 50th Birthday Outing,"We visited this bar/restaurant while shopping in New York. We found it by accident. It’s in the area where a lot of Irish bars are It’s out of the norm for us but we decided to do something new and check the place out.

Great...More",Couples,Black Iron Burger
128,L0ve2Escape,19-Mar,Great variety of Fries! ,Friendly staff. Typical bar with dark wood. Very Accommodating for peanut/ nut allergy. Fries and (chicken & beef) burgers were delicious!,Business,Black Iron Burger
129,Verity B,19-Mar,Incredible burgers and fries!,Just come back from our trip to New York and already miss these burgers! Very affordable for midtown Manhattan and the burgers we had were superb. We ate here twice on our trip and couldn't fault the service or the staff.,Business,Black Iron Burger
130,brads265,19-Mar,Excellent,"Went on a Thursday night, didn't have reservations (don't know if they even take them). When we walked in about 7:00 it was packed. The gal that greeted us was very nice and told us it'd be a short wait.  Small and crowded like everywhere...More",Couples,Black Iron Burger
131,bp p,19-Jan,BEST BURGERS!!!,"I've never eaten here, but I've ordered burgers for delivery and they're AMAZING!!!  This is a cool place close to my apartment, so it's just more comfortable & lazy for me to have them deliver and they never disappoint.  Their burgers, fries, onion rings are...More",Families,Black Iron Burger
132,lonelychair,19-Mar,Never again,How does this place have such high ratings? Surely people haven't lowered their standards to an all time low. My guest and I enter and are greeted shortly after entering. The hostess grabs the menus and walks to a table and sets the menus on...More,Business,Black Iron Burger
133,Shtaain,18-Jun,Fast & good,"Nice burger place with a good atmosphere. Quite some special burgers on the menu. I had the blue crab burger for example which was completely new to me. Nice beer menu as well. Friendly staff, good service. Good experience for us.",Friends,Black Iron Burger
134,389remys,19-Mar,Disappointed,I was a bit disappointed. I ordered the vegan burger (which was not the best I’ve tried to be honest) and they managed to still add bacon to my burger... also my girlfriend who is also vegan was found cheese at the bottom of her...More,Couples,Black Iron Burger
135,GenoaGirl1970,19-Mar,"Good food, popular with locals",Went for lunch on recommend from my hubby who had gone the night before with coworkers. He loved the burgers and the loaded fries with ranch dressing. I am doing keto so had the salad with a burger patty on it. If you're going to...More,Business,Black Iron Burger
136,ryancorbett94,19-Mar,Awesome food,After looking at place to place for somewhere to eat we settles soft black iron burgers! It did not disappoint! Great burgers good choice of drinks and nice little place to eat!,Solo,Black Iron Burger
137,Chrisebabe67,19-Mar,Great! Great! Great!,"Absolutely superb this place!! Awesome “dirty” burgers, super staff and the Margaritas went down a treat (happy hour 5-7)!! Found this place on tripadvisor and we weren’t disappointed! No queue when we arrived at 5pm but rammed when we left. We went for the black...More",Families,Black Iron Burger
138,richardbS528ZF,19-Mar,Awesome burgers ,"Walked 10 blocks in below freezing weather and it was worth it!  Amazingly good burgers (party of two, we had different burgers and each was 10/10).  Great options on fries too (we had and enjoyed the Aoli fries) 

Decent prices, good services, clean bathrooms",Couples,Black Iron Burger
139,Don P,19-Mar,Great burgers,"I had the Iberico Burger which had all natural beef, Manchego cheese, Iberico ham, organic fried egg, arugula, and tumaca   Also had aioli fries. Everything was very good.",Solo,Black Iron Burger
140,UNION_THUG_ALWAYS,19-Feb,Very good bar food.,"Solid burgers and good service.  It's a nice restaurant, especially if you visit the Garden for a sporting event.",Solo,Black Iron Burger
141,Caroline W,19-Mar,Forgotten about,There was a bit of a queue when we got here so the lady put us on her list and took us to the bar to wait. 30 minutes later we were still waiting and saw people who had come in after us being taken...More,Couples,Black Iron Burger
142,Jo M,19-Mar,I must admit awesome ,"We went here after looking at reviews.  This place did not disappoint.  We went In Starving  sat after 20 minute wait which we were told 20-30 wait. Which was right on.  We ordered 2
Drinks ASAP and yuca.   Awesome. 
After three drinks each. And burgers...More",Business,Black Iron Burger
143,Shoeguy-1,19-Feb,Great non burger!,"My better half and I each had the turkey burger which was served on sourdough bread so, I’m not to sure that it qualifies as a burger. However,  it was delicious.  The flavour of turkey, avocado, tomato and fried egg was perfect. Nicely served by...More",Couples,Black Iron Burger
144,88emmalt,19-Feb,Best Burger in New York!,"My husband and I put a fair bit of research into the food we would eat on our trip to NYC, but we were not prepared for just how great this place would be! It was my 28th birthday and all I want was an...More",Families,Black Iron Burger
145,Linda P,19-Feb,"First stop in NYC, late night","After a long day of travel we stopped in here and were blown away. Best sweet potato fries we have ever had! Burgers were fantastic. Cider was smooth, Stout was delicious. Friendly servers. Tables were tight, but that's normal for most of Manhattan. Will definitely...More",Business,Black Iron Burger
146,Jwintl,19-Feb,"Solid Burger, Fries and Beer","We had the masterpiece burger and the loaded fries. We also had a few beers. Service was friendly and fast. Burger was very good, juicy and flavorful. Fries were solid. Highly recommend it!",Solo,Black Iron Burger
147,roll-on-my-friend,19-Feb,Nice find,Nice little place with good food. Specialty burgers are really good. I sat at the bar and had great service and really good recommendations. The bar tender was awesome. Very attentive and full of good information. I was the solo so this is a great...More,Families,Black Iron Burger
148,ellamaewatson,19-Feb,Best burger and loaded fries in NYC! ,"Whilst looking for a good burger joint in NYC myself and a friend came across Black Iron Burger. It was close enough to our hotel in Times Square and very well priced! 

We both went for the classic burger with gherkins and red onions with...More",Families,Black Iron Burger
149,Lynn M,19-Jan,Burger was good; Fries were AMAZING!!,"We had ""The Black Iron"" burger which was a very good burger, but what was amazing was the Herb Garlic Fries.  I'm not a french fry lover, but these were absolutely delicious.  Go for the fries, but try a burger too!!  Go, but go early,...More",Friends,Black Iron Burger
150,313naomif,19-Feb,You won’t beat their meat ,My boyfriend and I went here for tea on super bowl Sunday and would definitely go again. Their burgers were amazing and there was a nice vibe with it being the super bowl final. Would also recommend the brownie pudding!,Solo,Black Iron Burger
151,markwC9248DS,19-Feb,Afternoon Snack!,"Selected black iron based on reviews and wasn’t disappointed. Burger was very nice, no frills but tasty. Ended up spending a few hours enjoying some beers and cocktails. Atmosphere was really nice and service was excellent.

Lots of families also came in and kids were...More",Couples,Black Iron Burger
152,Cindy B,18-Jul,Friendly staff and great food,"I went to Black Iron Burger right before catching a train (needless to say, I was in a rush). The service was impeccable, as the staff was very friendly and willing to make suggestions as to the best food. There was a great variety for...More",Business,Black Iron Burger
153,EvanWoodard_Photo,19-Jan,Great burger,"I went to Black Iron Burger for lunch and did a build your own burger. The service was fast and friendly. 

Add the truffle mayo to your burger!",Solo,Black Iron Burger
154,beachrunner123,19-Jan,Not worth one star!,I have no idea how this restaurant has any good reviews. The restaurant itself has a stale beer smell noticed as soon as we walked in. The tables are cramped and napkins in the holder had residue from last occupants of  the table. The menus...More,Friends,Black Iron Burger
155,sneaker632,19-Jan,Awesome burger ,Stopped by for lunch we were seated and waiting on right away. Staff was all very friendly. Our food came out super fast and was just as ordered. I don’t normally clear my plate but I didn’t leave a crumb of the burger or bun...More,Couples,Black Iron Burger
156,Pamela M,19-Jan,Delicious,"We had two burgers with meat, really tasty and juicy, and a vegetarian burger, also really good. The desert, a Nutella brownie with ice cream and whipped cream was amazing! Service is great too, our waiter Joel has been so nice with us! Strongly recommended!",Business,Black Iron Burger
157,NeilPuddy,19-Jan,Great Burger and Loaded Fries,Stopped here for dinner without booking and had to wait only 5 minutes for a table. Great selection of burgers and beers and the loaded fries were delicious-especially the aioli! Go and check it out if you like a good burger as we all did!,Business,Black Iron Burger
158,Stacey L,19-Jan,Average Burger Joint,"We stopped here because it was close to our hotel and we were all starving after a day of travel.  We didn't have reservations, but only had to wait a short time to get a table.  The food, atmosphere, and service was average.  No complaints....More",Couples,Black Iron Burger
159,Tiago M,18-Dec,Best burger in NYc,"This was the best burger I have in New York.
The service is extremely polite with us.

Great beers in there.

And the burger was excellent. I had others in NY but this one was the best.

Very busy, so try to go early on...More",Couples,Black Iron Burger
160,MCMtravel,18-Dec,"Great food, but maybe too small for groups larger than four. ","Our family visited BIB in late December. We had five in our group and had to wait probably 15 minutes for a table. 
I really wouldn’t recommend this location for anything over a group of 4 and it really seems like more of a place...More",Families,Black Iron Burger
161,annaw2121,18-Dec,Wonderful Find,"This restaurant is a typical American burger restaurant. It has sports on the televisions and a great bar. 

The service is extremely friendly and the food is really good. My burger was absolutely delicious. 

However if you go to this restaurant be prepared to wait!...More",Solo,Black Iron Burger
162,josueb145,18-Dec,OK but now spectacular ,It was December 31st afternoon and it is understandable that it is never the best time to visit a place. The black iron and the masterpiece burgers were OK. The tap IPA was very good!! Service was typical from NY on NYE. Certainly not he...More,Couples,Black Iron Burger
163,MamaThatch,18-Dec,Another hidden gem!,"Found this through TA “local places” as close to our hotel. It was packed at 6pm and a guy outside told us they’d been waiting 30 mins but we chanced it and as we were a table of 3, we got a table within 10...More",Friends,Black Iron Burger
164,erik f,18-Dec,Outstanding burger and fries,"We stopped in while taking my daughter and son in law around the city.  Got there before they opened and waited outside (and the line grew) which reinforced our decision. 
We each had different burgers cooked anywhere from med/rare to med/well - with the different...More",Couples,Black Iron Burger
165,Kamil S,18-Dec,If you like being treated like crap...,"We came here after reading the reviews. After a 20 minutes walk we entered into this burger place. First disappointment, the ""restaurant"" consisted in a corridor packed with tables and it was extremely dark inside.
The girl at the door asked us to wait while...More",Friends,Black Iron Burger
166,KCamille,18-Dec,Best meal all weekend,Black Iron was hands down the best meal we had while in the city. We walked in and immediately could tell this had the “local hot spot” vibe. It was Thursday night and they were packed but the hostess assured us it would only be...More,Business,Black Iron Burger
167,EmLiesel,18-Dec,The Best Burgers and a must visit!,"I visited with my husband for lunch one day, we had searched for the best burger place in New York and this came very highly recommended.

The service from the moment we walked in was great - we were seated and given our drinks promptly....More",Solo,Black Iron Burger
168,leonem229,18-Dec,Nice place and bartender,It was a raining night and the place was very warm and playing good music. They offer us free water (like in France!) and the food was very good!,Friends,Black Iron Burger
169,bencwh,18-Aug,American burgers > British burgers.,"First time visiting America from England and I've always wanted to try burgers from America. I'll have to admit, this place has some of the best burgers I've ever tried. It's on another level compared to the burgers over here in the UK and if...More",Families,Black Iron Burger
170,Venture582323,18-Oct,THE BEST BURGERS,"Never had a burger like this in my life. I chose one with pork belly on the top, oh wow, and some cheeky sides of olive oil & garlic fries and coleslaw. What a treat. 
Waiter never wrote a thing down but recited everything back...More",Friends,Black Iron Burger
171,E8887TZmartinp,18-Dec,Small but hopping ,Cracking range of craft beers with pre configured or design your own burgers. Try the loaded fries between two - wonderful!   Plus helpful service,Friends,Black Iron Burger
172,Steve_C7472014,18-Dec,Great burger- lively atmosphere ,"Had a quick stop here having arrive into NY from the UK. Just what I needed, quick and attentive service and the food was tasty! Hard to spot from the road and easily missed but a definite to try!",Families,Black Iron Burger
173,philo792,18-Dec,Cool,"If you want to have a good burger and beer without the fuss and poncy bother this is the place for you. Great atmosphere music beer and burgers. It’s a small place I would call it a secret place, until now.",Friends,Black Iron Burger
174,Litelax,18-Nov,A dynomite berger place within walking distance of MSG,The place is awesome.. Plenty of tables without much of a wait. Craft beers galore. Service is fast and efficient so that you can eat before the game.,Friends,Black Iron Burger
175,Jeff F,18-Dec,Top notch,"Stopped in for a late lunch on a Sunday, easy to find and walk from Penn Station, just off 7th Ave. near Times Square. Not too crowded, so we were seated quickly. Service was quick and professional, nice atmosphere. We had the classic burgers; tasty...More",Solo,Black Iron Burger
176,Tileman1213,18-Dec,Very good burger,"Had to try this burger joint after reading other reviews. My son and I stopped in before a Rangers game.

We both ordered the Black iron burger. We agreed it was very good. Shared an order of fries and we both ordered the maple old...More",Solo,Black Iron Burger
177,Andrew W,18-Nov,Fresh and tasty burger,Guys track this place down in in New York it’s on a narrow side street  38th 245 w street truly amazing burgers the taste of each patty is to die for very clean it’s not got any old burnt burger smell or oily taste like...More,Solo,Black Iron Burger
178,Alexjoey,18-Nov,Fantastic burger!,Came here without a booking and was lucky to get the last seat at the bar. Ordered a Spanish burger - with ham and egg along with some fries. Service was fast and friendly - highly recommended!,Couples,Black Iron Burger
179,FR8Dog5440,18-Nov,A very good burger experience ,We arrived and the place was pretty full. We were seated at the bar in the back. The bartender was very pleasant.  We started with the fried artichoke hearts and they were enjoyable.   The house ”red sauce” was a great addition to all of our...More,Business,Black Iron Burger
180,MoneyNeverSleeps_SWE,18-Nov,Ver good ,"Hade a meal here before the knicks game which turned out to be a great idea. Good beer awesome burgers, friendly service and good walking distance to MSG.",Solo,Black Iron Burger
181,I5471FLdavidg,18-Nov,Best burger I had in the USA,The place was packed but service was efficient (not sure how). Great burger and some great craft beers too. Fries and chicken wings also didn’t disappoint,Couples,Black Iron Burger
182,cmickelsen,18-Nov,Great atmosphere and burgers ,Employees were great and helpful. Burgers and fries were amazing as well. Atmosphere is unlike other burger joints which made it very unique.,Couples,Black Iron Burger
183,groovybaby1,18-Nov,Yum Yum Amazing Burger,"Wow we loved the food here but drinks at in NY style expensive at $12 a small pint of beer.  

The chips are delicious and the service quick and efficient. 

It’s not a cheap place but worth it if the food tastes that good!",Solo,Black Iron Burger
184,MarkRuck,18-Nov,Excellent burger,Ate there last week based upon Trip Advisor recommendations. And I'm a person who commuted into the city five and six days a week for years. But I knew the stuff in my own neighborhood and was looking for a good burger place near Penn....More,Solo,Black Iron Burger
185,Bobble50,18-Nov,Decent food and good service,Went for lunch on a recommendation and thoroughly enjoyed a pretty decent burger with salad and fries. Good lunch venue,Solo,Black Iron Burger
186,GZM1973,18-Oct,One of the best in town!,"Tasty and big burgers!
The place is busy and sometimes the tables are booked in advance.
The atmosphere is typically American and staff is fast and friendly.
The menu is big and portions quite generous.;-)",Friends,Black Iron Burger
187,originalli,18-Nov,Quick and delicious,My fiancé and I came here after reading some reviews on trip advisor. Service was really quick and the food was delicious. My fiancé said it was one of the best burgers he had in a while! He had the Black Iron burger with bacon...More,Business,Black Iron Burger
188,HJleeny,18-Oct,Really good burgers,"I had the Classic Burger (2 patties) with swiss, grilled onions, pickles and lettuce, and my daughter had the Black Iron Burger, motivated by the horse radish mayo. I loved my classic and although the Black Iron Burger was good, the horseradish mayo didn't have...More",Business,Black Iron Burger
189,Heather T,18-Oct,Burgers and fries,Great burgers with great sweet potato fries. We were served quickly after a short wait for a table. Well worth it,Solo,Black Iron Burger
190,Geoffrey E,18-Oct,"Great service, super burgers","BIB is well worth a detour. A long thin restaurant with friendly service and s simple proposition. 
Great burgers, choice of six or make your own. 
The BIB special is mouth watering. Perfectly cooked pattys with just the right amount of cheese, onion and pickle....More",Business,Black Iron Burger
191,Johan A,18-Oct,Fantastic burger!,"Went to Black Iron Burger to have lunch, had the Black Iron Burger and it was truly amazing. No standing in line and the food was served quite fast.

Really great burger!",Couples,Black Iron Burger
192,Reggiereggiereggie,18-Oct,"Great food, good prices",Just arrived and needed somewhere to sit down and eat with family of 5. Friendly staff. My mushroom truffle burger was ace! Good accompanying cajun fries and sweet potato fries.,Couples,Black Iron Burger
193,rjwv90,18-Oct,Good burgers. Good atmosphere. ,The food is outstanding! Very well paired and crafted burgers. I had the Mushroom Truffle and it was delicious! My husband had the Masterpiece and he said it also was very good. The Cajun fries are also very good! Much worth the try. We went...More,Friends,Black Iron Burger
194,tagretchen,18-Oct,Must have onion rings,"No frills bar with quality burgers, craft beer and homemade onion rings, that are amazing. Great for a casual bite.",Families,Black Iron Burger
195,SingaporeBms,18-Oct,"Fun place, great service and food ",Seriously a great burger.  Service was attentive despite being packed with customers.  Be prepared to wait for a table especially with groups larger than 3 people.  Suggest the signature “Masterpiece” burger paired with the onion rings.   The chicken wings are an excellent starter.  Overall a...More,Families,Black Iron Burger
196,surftravelerpr,18-Oct,It's ok.,"It is a good burger. 
Sadly I was told they made all these different burgers from lamb, veal, bison and that was not the case. Not their fault but it was not what I was looking for.
But still it is good but not impressive.",Solo,Black Iron Burger
197,YeahLetsGo2,18-Oct,Worth the Wait!,"They do take reservations and I would recommend that you do that!  Our wait was 20 minutes, but it was an hour for people coming in after us. Once you get a table the food is fantastic!!  Burger are spot on and the loaded fries...More",Solo,Black Iron Burger
198,tescopete,18-Oct,5 star plus best burgers ever,"We came here twice on our New York trip , yes there are plenty of burgers hear in town but the reviews were good so we had to try it.
Not fare from Times Square . Great  little place , excellent beer & service. Black...More",Couples,Black Iron Burger
199,JoseS171,18-Sep,Really good,"Really good Hamburgers , worth of trying. We had the Black Iron and the Iberica qnd both were really really good",Families,Black Iron Burger
200,debbiemK6670YI,18-Sep,Great Burger and Shake ,"My son and I each had a bacon cheeseburger (his was a double while I stuck with a single patty) and shared an order of bacon cheese fries. Burgers and fries were excellent and portion size was perfect. In fact, we even had room for...More",Business,Black Iron Burger
201,Sukiknight,18-Sep,Best burger ever had! ,"I can’t believe that I can be writing a review about a burger but it is well deserved ! This is all that they do but they do it really well . Superb meat , fresh add ons, great onion rings and fries . Simple...More",Families,Black Iron Burger
202,Carol R,18-Sep,A must go to for lunch,Our first day in NY we found Black Iron Burger and decided to stop in.  Definitely not disappointed.  Very good food.  Get the shakes - they were delish.  The wait staff was very pleasant and the food comes out rather quickly.  Unfortunately we didn't make...More,Families,Black Iron Burger
203,345andr_se,18-Sep,Burguer NYC ,"After 1 week eating burguers in nyc all i can say is.. this is the BEST. Definitelly. Repeated the say after and again 10/10.

Best regards,",Couples,Black Iron Burger
204,daveb506,18-Sep,Outstanding burger!,"The best burger I’ve ever had, said my wife, and she wasn’t wrong. Lively atmosphere, unobtrusive service...good drinks choice",Business,Black Iron Burger
205,MickeyG76,18-Sep,Braveheart would be angry... ,"Really enjoyed the food, my burger was great. Service was good too. Was tempted to only give a 1 star rating though after reading the drinks list. Crabbies ginger beer listed as being from England!!!! It's a Scottish drink all the way. Us Scots don't...More",Solo,Black Iron Burger
206,jack0902,18-Sep,Great burger,"I ordered the Black Iron Burger, and was nervous about the horseradish cheese and horseradish mayo but it blended deliciously with the caramelized onions. It was a specialty burger without being excessively creative/greasy/a gut-bomb. Excellent balance.",Friends,Black Iron Burger
207,GoFryGo,18-Sep,Wonderful,"Very nice lunch.  The service was very friendly and quick.  My mushroom truffle burger was excellent, and cooked perfectly to order.  I think that the beef is very very good (but not the best ever) but the bun and toppings were really great.  The onion...More",Solo,Black Iron Burger
208,carlsS521AE,18-Sep,Great Food and Service,"Stopped in for an early dinner and to watch some Monday Night Football. Busy but still great service and food came quick.  I sat at the bar and was well taken care of for both drinks and food.  

Nothing dance but good meat.",Families,Black Iron Burger
209,Colin A,18-Sep,Although “Nobody beats our meat” their veggie burger was excellent too!,"This was initially a desperation stop before we ran out of late night options, but it was a great, if accidental, find. It’s a fairly loud / noisy restaurant, but the food was really good and service from our waiter, Joel, excellent.  My (vegetarian) option:...More",Friends,Black Iron Burger
210,tudorn170,18-Aug,Nobody beats their meat,Really great burgers and wings. The staff is really nice and the atmosphere is amazing. Nothing to complain about.,Families,Black Iron Burger
211,61martin,18-Sep,Tasty burger,"Visited as a quick dinner stop. Settled on the double burger with cheese n bacon (cooked whilst you wait), tasty meat great burger sauce and a very generous portion of curl fries on the side.",Families,Black Iron Burger
212,91kineha,18-Aug,"Good service, ok burger","I had the BIB chicken burger. Not the best burger I have eaten, a bit dry. Onion ringes and sweet potato fries were good! Nice atmosphere",Couples,Black Iron Burger
213,P1893SUfernandog,18-Aug,Excellent place for a burger ,"This is a great place to enjoy a very good burger.
Employees were super nice.
Place to visit again and recommended",Friends,Black Iron Burger
214,kmontgomery1,18-Aug,"Small place, big taste","My husband and I stopped here after a long day of sightseeing. The service was very good but the food was amazingly delicious. Both of us enjoyed the burgers we had- tremendously. Not much to look at as a place- we almost passed it by,...More",Friends,Black Iron Burger
215,amy b,18-Aug,Awesome Burgers,"I googled ""best burger in NYC"" and found this spot. I didn't read any reviews and just went. The ambiance was very casual and low key. Staff were friendly, efficient and funny. Burgers were juicy, fresh and just the way we ordered. It was a...More",Business,Black Iron Burger
216,antenna5,18-Aug,In my top two burgers ever,"Saw this place on trip advisor and had to visit. 

We had a 15 minute wait which was fine and the lovely staff kept us up to date on the wait time.

We tried a different of craft beers both of which were amazing.

The...More",Families,Black Iron Burger
217,andreagF1857VK,18-Jul,1th in Ny,"The first hamburger in NY for us <U+270C><U+FE0F><U+0001F354>
The first hamburger in NY for us <U+270C><U+FE0F><U+0001F354>
The first hamburger in NY for us <U+270C><U+FE0F><U+0001F354>",Business,Black Iron Burger
218,oxfordfry,18-Jul,Missed the mark!! ,"Looking for the thing that America does best, just a great tasting burger.

Came across this place and looked great from the outside. Packed-out inside with an interesting looking menu focussed on good burgers with the additional ingredients to build it to your liking.

The...More",Business,Black Iron Burger
219,Rexzar,18-Jul,Fast and Very Solid Burgers,"For the price, the burgers were very good.  The beer selection was very good.

Overall, a solid burger with a price in NYC that is tough to beat.",Families,Black Iron Burger
220,sad_sadler,18-Jul,Excellent hamburger,"I have been eating alone at the bar because no table were available. Good sign for a pub!
Excellent hamburger. It doesn't come with and side dish.  They Need to be ordered separately. 
Good beer. 
Friendly and fast service and average cost (Hamburger + beer...More",Couples,Black Iron Burger
221,O925MPpedror,18-Jul,Amaizing burgers,"This place is amazing! 
I never being in a burger restaurant better than this one. 
Food incredible! 
Servers are really nice!",Families,Black Iron Burger
222,Lesley29,18-Jul,Best burgers in the world,"Best burgers ever. If you are in NYC, you should definitely try Black Iron burgers, delicious. Chocolate brownie with ice cream is also perfect.",Solo,Black Iron Burger
223,El_Manu_Dominguez,18-Jul,Amazing burger,"Good meat quality, perfect caramelize onions and nice sauces. One of the best burgers that I have tried in New York. 
Burger <U+0001F354> , fries <U+0001F35F> and soda <U+0001F964>: 25 <U+0001F4B5> 
@Elmanudominguez",Business,Black Iron Burger
224,Manuel D,18-Jul, AMAZING BURGER,"The meat is high quality, perfect caramelize onions and good sauces. One the best burgers <U+0001F354> that I have tried in New York. 
Burger, fries and soda: 25 $. 
@Elmanudominguez",Solo,Black Iron Burger
225,steveC4356MK,18-Jul,Fast and Delicious,"We had just checked in and, were in need of lunch...fast!  Neither of us a big beef eaters but, once in a while a good burger tastes really good.  We did a quick search of local haunts and found Black Iron Burger.  Well reviewed, we...More",Families,Black Iron Burger
226,JayEs1971,18-Jul,Didn't stay - way too loud,"We arrived 10 minutes earlier than booked, so the table was not ready yet. Having listened to a couple of back-to-back Shakira numbers that were being played loud enough that you would have to shout to be heard, we decided we had enough. I explained...More",Solo,Black Iron Burger
227,TeraP74,18-Jun,Not for Me,I read all the reviews and was very excited to come here.  I ordered the Mushroom Truffle Burger and Aioli fries; based on all the comments.  The fries were ok and the burger was just not for me.  I ordered it med/well and it was...More,Friends,Black Iron Burger
228,kandih,18-Jun,Good burgers and better service,The burgers & fries were very tasty. Friendly & attentive staff. Good atmosphere. Prices were good for NYC.,Friends,Black Iron Burger
229,WFR,18-Jun,The Best Burger in NYC,Run to Black Iron Burger to taste the most succulent burger in they Cory; pair it the loaded fried potatoes and a cold beer.  Attentive service and great overal atmosphere.,Solo,Black Iron Burger
230,willyb126,18-Jun,Im lost for words,"Simple, the best burger and fries I've ever had.The staff are lovely, quick friendly and helpful. Great atmosphere.
Will be back again",Solo,Black Iron Burger
231,MrDigzz62,18-May,Might be the best burger I've ever had! ,Our first trip to New York and we decided it was time to try a burger. Listed as best burger in new York for three consecutive years is a pretty good reference so we decided to give it a go. I had the signature black...More,Friends,Black Iron Burger
232,Albanian,18-May,Pretty average burger,"Stopped in to watch the UEFA final. They no longer had the beer I wanted on draft, but the can was available. At first they tried to charge me for a pint of it, but even the corrected can price was too high, even for...More",Solo,Black Iron Burger
233,alysonc216,18-May,Yummy burgers; crazy shakes,Loved the Greg Norman burger!  Our family of 3 had 2 burgers and a Birthday Cake shake for $70. Food was good. Our 8 y.o. Son loved it all.  My husband and I found the diner atmosphere to be too loud.,Couples,Black Iron Burger
234,sh301411,18-May,"Two visits in two days, love it...","Came here for a coworker's birthday celebration around noon, naturally the place was packed but the quality of the food and service was fantastic considering the craziness here. We all loved our choices and wished we had room for dessert.
Returned the next day with...More",Families,Black Iron Burger
235,Homrul,18-May,Fantastic burgers,The burgers we had here were some of the best I've ever had. Tender meat and great taste. The staff were both effective and attentive.,Solo,Black Iron Burger
236,booboo15,18-May,Great burger ,New York is famous for burgers and this place makes great ones! It was a really nice welcoming place to eat the staff very friendly and the food was great really tasty meat cooked just how I like it medium/well the fries and onion rings...More,Solo,Black Iron Burger
237,JaxG3,18-May,Very Good ,Great bar/diner with some good beer options and helpful staff. Veggie burger was very good and meat burger was apparently good too. Sweet potato fries cooked perfectly and decent sized portion.,Friends,Black Iron Burger
238,johnnsandybarnhart,18-May,Burgers and service beyond compare,My wife and I came in on her business trip to NYC. Before every trip I search like mad to find places to eat and boy did TripAdvisor get this wrong! 4.5 out of 5 is just silly!!! Easily 7 out of five and that’s...More,Friends,Black Iron Burger
239,BerisfordC,18-May,American Beauty ,"Wanting an authentic slice of Americana, we struggled to find anything anywhere near as good as this. The food was first class, the service friendly and the atmosphere buzzing. In a welter of tourist traps, this is an utter gem.",Families,Black Iron Burger
240,Old_account_12321,18-May,Very good burgers and fries,Comfortably beats burger places back in London. Beautifully cooked burgers. Recommend the garlic fries.,Couples,Black Iron Burger
241,BigMoWal,18-May,A Midtown Gem Hidden Away,I came upon this cozy little restaurant/bar on my walk from Port Authority to MSG. They were having a margarita special on this Saturday afternoon. I am not sure if this normal for Saturday afternoon or if it was a Cinco de Mayo special? The...More,Couples,Black Iron Burger
242,KerryJ458,18-May,Little Italy Burger,"We were recommended this place and it turned out to be a great place to get a burger! We went around 7pm on a Saturday and it was very busy. Luckily, they had a large table available for seven of us available. Service was good...More",Solo,Black Iron Burger
243,Vronilla,18-May,Good choice,"Nice burgers and I loved the French fries! Friendly staff and a cool location, nothing more to add. Prices for food absolutely ok, the beer is a little expensive.",Couples,Black Iron Burger
244,lancslass86,18-May,Perfect <U+0001F44C><U+0001F3FB> ,"We really enjoyed our meal here. It was tasty and served fast. Atmosphere was great, really pleased we found it.",Couples,Black Iron Burger
245,Drody262,18-Apr,Fantastic Burger,If you’re in the area and want a burger you have to stop at The Black Iron Burger. We were a party of five and since they were busy we had to split up or wait about 20 minutes. We elected to split up because...More,Solo,Black Iron Burger
246,Carolyn169,18-Mar,Good Burgers.,"This was a real find on a night when we just wanted a quick and easy burger and beer.  It hit the mark perfectly.  Burgers were good.  Good selection of wine and beer.  Buzzy, fun atmosphere.  We were lucky to get a table, not sure...More",Business,Black Iron Burger
247,moorishidol,18-Apr,Great burgers!,When it arrived for lunch it was around 1:45pm and it was jam packed full. We were greeted at the door and had to wait about 10 minutes for a table. But it was worth the wait. The choice on the menu was really good...More,Families,Black Iron Burger
248,Hayles_s,18-Apr,My Favourite Burger Joint!,"We travelled to NYC for 5 days and dined here 3 nights!!! I heard a lot of good reviews about this place and glad we paid a visit. I tried the black iron burger twice and the mushroom truffle burger, both delicious and could not...More",Business,Black Iron Burger
249,Q1857RPfrankb,18-Apr,"Decent food, poor service ",I was disappointed to be left standing at the door for 2 minutes waiting to be seated - no wait staff were in sight. The food was pretty good and came quickly but nobody bothered to ask me. And one of my drinks - a...More,Friends,Black Iron Burger
250,dixiefowler,18-Apr,Great lunch menu,"We enjoyed our lunch, prompt service, and the place filled up to capacity shortly after the noon lunch crowd hit the streets. Seems like a popular place for midtown/Times Square tourists.",Friends,Black Iron Burger
251,G67PNkevinw,18-Apr,Evening burger stop - near Time Square ,"Great selection of burgers and many craft beers. Only had to wait 10 mins for a table. A good friendly vibe, worth a stop to get away from the crowds.",Business,Black Iron Burger
252,Notfussyem,18-Feb,Great wee find,"Fabulous wee restaurant with great atmosphere, food and service at reasonable prices (for NYC). Quite cramped seating given its size.",Couples,Black Iron Burger
253,PassportEnvyTA,18-Apr,Burgers made just the way you like it!,"We ate here on our first night in the city.  It was late, and it close to our hotel (Crown Plaza HY36 on 36th Street).  The 10-Year-Olds thought it should be 5 stars, 'cause they loved it that much.  The adults liked that you could...More",Couples,Black Iron Burger
254,AlexanderD,18-Apr,Among the Best of the Best Anywhere,My wife and I had dinner here on Friday night before the Billy Joel show at the Garden. I mention this because Black Iron Burger is a short and easy walk from MSG and is a great choice for dinner before an event there. We...More,Solo,Black Iron Burger
